Reviews,stars,name,location 
"Great food with a wonderful eclectic menu. Service was outstanding on all fronts. However, the ambiance was like eating in an airport food court, too noisy, stark surroundings, and resembled a cafeteria. You can tell they spent a lot of money on decor and high end tables and chairs, but I don't think it comes together well. We went for a special occasion and it felt like we were having a great meal while waiting for our flight to be called.",4,Chewbear,Chicago
"Travelle I found to be wonderful. cozy seating by the window if you just want a bit of privacy and a drink with appetizer, or the energetic bar area for more engaging conversation , the kitchen is very nice centered in the center of the dining area all glass and steel full view of chefs in action. The servers very friendly and knowledgable about the menu. I would recommend this gem for full dining or just a appetizer and drink.",5,Debi,Chicago
"Service to food is always unique and just well made , had a great meal in a beautiful setting.",5,OpenTable Diner,Chicago
Very nice view and they knew all my favorites and had the table setup that way.,5,OpenTable Diner,Chicago
"It's a very splashy place with nice views and a nice bar area. The food was quite good but the service was disappointing. It was very casual, impersonal and a bit on the short side. Perhaps our waiter was overwhelmed. The available dishes were not nicely described. The wine brought to the table was not the one I ordered and luckily I caught that right away and got the right one. It was just an overall lack of finesse. And by the way, the washrooms were overdue for some routine cleaning.",3,Jaxon,Chicago
"Their braised beef cheeks, scallops, spiced acorn squash and chai cheesecake are all phenomenal and excellent choices!",5,Madeleine,Chicago
The octopus and the tar beef was excellent. Very disappointed with branzino.,3,Maggie,Chicago
"What a great meal!  We hit Travelle prior to the theatre and were looking for a quick bite - what a pleasant surprise!  The service was incredible, the menu interesting and without all the "" usual suspects"", and the food was INCREDIBLE.  Fabulous flavors put together in a way that was entirely different but utterly delicious.  Every shared plate was better than the last.  Great wine list with a large variety by the bottle or glass.  Loved the open and unbelievably immaculate open kitchen.  This is a must do!",5,OpenTable Diner,Chicago
"Well done. Nice choices, somewhat expensive however.",4,Mike,Indiana
Hotels don't often get much traction from the outside at their restaurants unless they're very good. But Travelle is very good and Ricardo served up very delicious food! that so impressed us we're excited to be returning this week.,5,HubHubb,Chicago
"Travelle has a new chef and he has introduced some options with a little more spice than previously.  Our server, Rodrigo, was excellent in recommending dishes to us and explaining the menu.  Overall the food was very good but a little too much salt was used for our taste and the main dishes were brought at a tepid temperature--whether that was intentional or not was not clear.  The beverage manager, Tomas, was very attentive and a pleasure to encounter and his wine list was extensive.  The overall experience was a pleasant one but it was greatly enhanced by the very amiable and knowledgeable staff, especially Claire and Tomas, without whom I think the meal would have been a tad disappointing.",4,GourmetAlba,Raleigh
"Went for an anniversary dinner date with the intention of having the Farmer's Market Tasting Menu (which looked delicious).  But when we saw the regular menu, we couldn't resist putting together our own ""tasting menu"".  We had the Burrata, Butternut Squash Pasta, Brussels Sprouts, Beef Cheeks, and Crispy Potatoes.  I don't have a single bad thing to say about any of it...everything was beautifully presented, rich in flavors, and delicious!  I would also like to state that the service (everything from the hosts to our server) was outstanding...so friendly and helpful - our server even kept us updated on the NLCS Cubs game throughout the evening, once he found out we were interested!  I would definitely recommend this place to anyone looking for an elegant (and scrumptious) night out!  I know we would like to go back to try some of the things we couldn't fit in our tummies this time around!",4,pegasus,Chicago
The food and service were excellent.  The setting is very nice and my wife loved the fact that the server was able to serve her (she was sitting on the inside of the booth) and did not have to reach over me to serve or clear her dishes.  The noise is very loud and made conversation quite difficult for the 4 of us.  We would go back but would be somewhat reluctant given the noise level.,4,OpenTable Diner,Chicago
This restaurant continues to be underrated. The beef cheeks and gnocchi were standouts. The pastry chef continues to amaze!!!!,5,RPM1,Phoenix
"Ordered a simple quinoa salad.  Turned out to be the best, freshest quinoa salad i ever had.  Watermelon gazpacho was excellent too.",5,Sunil,Chicago
"We went on a Wednesday night where they have a Farmers Market Menu. For $45, we got 4 courses of flavor packed, delicious food. Our Menu consisted of First Course: Roasted Fall Squash, Chamomile Poached Pears , Vadovan Pepitas, ricotta, Second Course: Seared Black Cod, Mushroom Consomme, Carmelized Bok Choy, Onion Oil, Third Course: Adobo Braised Pork Shoulder, Tomatilo Salsa, Habanero Picked Onions, Charred Poblano, Dessert: Chai Cheesecake, Pumpkin cake, Candied Kuri Squash, Walnuts.  The Cod was cooked to perfection. Everything was delicious.",5,polaris,Chicago
"I , and 5 of my friends, were at Travelle for Green Market dinner that happens on  Wednesdays.  Chef creates a menu from the market ingredients available that day. We had salad, fish, pork  and desert. Portions are tiny, so its more of a tasting menu. You really don't feel full unless you normally eat little. No bread. The food was tasty however. The pace of the dishes coming out of the kitchen was incredibly slow. The dishes were lukewarm at best by the time they reached the table. I am not sure what the cause of the delay was, as the restaurant was not that busy. Our waiter was pretty slow, and after I requested separate bills (which would only differ by drinks ordered as dinner is fixed proce), it literally took ages to get it back. Apparently,  the manager had to split the bill. The waiter was not paying attention to who ordered what drinks, so 2 bills we incorrect. Our dinner reservation was at 7, and we did not leave till 9:30, not because we were having such a great time, but because of kitchen/waiter delays. Though the food was good, I will not be back, as the whole event was disappointing.",3,Kate,Chicago
"We've been to Travelle several times and always have an amazing experience.  This time was the Green City Market tasting menu.  The $45 menu is excellent, seasonal and satisfying. The $20 wine pairings were excellent.  Service was fantastic, they even fold your napkin when you get up.  I will keep coming back to Travelle!",5,OpenTable Diner,San Diego
"Great ambiance and service, and a delicious farmers market 4 course menu, which is served every Wednesday.. also a great value!",5,damjan,Chicago
"Was there for our 39th wedding Anniversary with friends. Relaxing, great time.  We skipped the dessert  because we were full, but they surprised us and brought out 3 desserts as a gift for us to share.",5,OpenTable Diner,Chicago
"Fine dining without the stuffiness. Excellent service, very flavorful dishes reasonably priced.",4,mjmtss,Chicago
"Pretty, quiet dining room with many healthy and tasty options for lunch.",5,Mary,Chicago
I go here because it is convenient to my office. The service and food are unpredictable. The add on salmon for my salad came in two portions are separate plates and the fish was raw.,3,guanabana,Chicago
"went with 4 friends to Travelle to check it out, and we were all very pleased with the place, esp the service and the generous wine pours.",5,OpenTable Diner,Chicago
"Beautiful space to dine for a Saturday lunch. The service was wonderful and the food was delicious from the crab appetizer, our various sandwiches and dessert especially the peanut butter/banana.",5,DCvisitor,Chicago
We tried the chef's farm fresh menu and everything on there was fantastic.  My favorite was the arctic char that was cooked to perfection such that it melted in my mouth like no other seafood has before.  The beef cheek was super tender with a brown sauce that complemented it like the old school roast beef with mashed potatoes and gravy my mom used to make.  I also think you definitely need to try the choc doughnut - it was made fresh and came out hot with vanilla icecream and berry compote - we were so full and still wanted to order another one!!,5,OpenTable Diner,Chicago
"I dined alone. Perhaps this influenced the service. I found the service sub-par and inattentive, the waiter argumentative. The wine list/cocktails are over priced for the level of restaurant. I went for dinner and I will try a brunch--just to be fair. All in all a mediocre experience.",3,ChicagoFatPiglet,Chicago
Handsome decor. Excellent service. Food not special.,3,Foodquest,Chicago
"In the beautiful Langham Hotel. A sophisticated but casual restaurant. Great for lunch, dinner and a nice drink at the bar",5,Newtoem,Chicago
Was there for a business dinner.  Everyone ordered different dishes.  I ordered the halibut it was delicious.  the portions were generous and the service was attentive without being disruptive.,5,breakfastlover,Washington DC
Had the market meal and it was wonderful. Great fresh foods prepared from market selected ingredients for a four course meal that day.  The servers were great and the chef came by to see how we liked the selections and the paired wines.,5,Jman,Chicago
"We were treated to such a lovely and special experience! Our server was knowledgeable and treated us to a special appetizer for our date night when he heard us debating about what to get. I would return for special occasions, date nights, and so much more! Wonderful ambiance and amazing food/ drinks, too!",5,Michele,Chicago
"Found out about this place through a Chowhound message board.  I think it goes unnoticed because it's a hotel restaurant. The quality of service, food, presentation exceeded our expectations.  Highly recommended.",5,Castelmar2,San Antonio
Great service and nice wine selection. Food was very average but everything was plated nicely.,2,OpenTable Diner,Chicago
"The food was amazing and the service was excellent! My husband is not very adventurous and pretty much always ""goes with the chicken"". However, there was nothing boring about the spicy chicken he order at this place! The texture, flavors, and vegetable pairings were on point.  I ordered the fish special that was recommended by our server (I don't recall what kind) and was not disappointed.  Overall wonderful dining experience!",5,OpenTable Diner,Chicago
Great farm to table menu on Wednesday. Great service.,5,OpenTable Diner,Chicago
"A wonderful, elegant and amazing experience - as usual. Started with Lyndsey going out of her way to check our needs before the experience and Peter following through at the table. This was a gift for a friend and we all agreed that this was once of the most amazing experiences and the food was unlike any other.   Everything was impeccable.",5,OpenTable Diner,Chicago
We stumbled on Travelle Kitchen merely by checking for highly rated restaurants near our hotel in Chicago.  It was the greatest find!  We entertained clients who will never forget that evening.  The bar area and service there are impeccable including extensive (and some exclusive) offerings.  Every aspect of our meal was amazing.  It's difficult to recommend one dish. They were all prepared with great care and creatively flavorful ingredients.  One particular dish that was a hit with our table was the pork and muscles.  It was served in a broth that you could drink with a straw although dipping bread into it was equally enjoyable!  I can't say enough about this restaurant.  Just sorry I didn't get to go there a second time on that trip!,5,LScoble,Indiana
My wife and I celebrated our 37 wedding anniversary. It was our first visit to restaurant. The seating and food were perfect. I especially liked the way the waiter showed genuine concern for my wife's food allergy. The egg on a skillet was delicious.,5,OpenTable Diner,New Orleans
"Service good, however asked for entree without dressing and dressing was on entree when received.  Did not have time for them to remake.  Huge disappointment on such a simple request and such a high end hotel.  Also had to give direction on who was to receive what dish - would think this would have been better organized.",3,Lynn,Chicago
Great restaurant for foodies looking to have a calm evening with great views overlooking Chicago.  The ambiance is mellow and made our group feel relaxed while we nibbled on great food.,5,MplsEater,Minneapolis
Every bite and sip was outstanding. Kudos to the chef and dessert chef. This was a meal you didn't need to pretend to love.,5,SimChicago,Chicago
"The food was excellent, as was the service and the low-key, relaxed but elegant ambiance.  The only negative that the wine was quite expensive, especially by the bottle.  However,  it was worth the splurge.",5,Annabella,Chicago
"Beautifully designed restaurant in beautiful Chicago Hotel . Food was fresh ,delicious and creative .",5,gosia,Las Vegas
"Delicious, creative, imaginative menu. Service was impeccably good and friendly. The small plates for sharing are amazing (try the crispy octopus with pork belly) and the entrees are just as good. I had the most fantastic, perfectly cooked Halibut. My wife had the scallops with truffle sauce. Wine list has a great range and some really good values. Although set in a very chic hotel, the ambiance is bright, elegant, energetic, modern, not pretentious at all. Next door is the bar, with spectacular views. A great option in the loop. The downside is, it's across the street from the Trump tower ;)",5,Spice39,Chicago
"Had a fantastic breakfast! Ordered buttermilk pancakes and bruschetta eggs. The service was very attentive, food was prepared quickly and the result was incredibly delicious. We also received complimentary mimosas because of our anniversary, nice touch. Sat by window which offered entertaining view to city street (near Marina City). Lovely decor and lighting. Perfect for a quiet start to the day. Excellent experience, will definitely return.",5,Trath,Las Vegas
"We came back for the English benedict, ask for extra Hollandaise, 3 days later. Not crowded and a classier place to eat.",5,LausanneO,London
Great service. Had the Wabash Express option which all comes at once. Very good!,4,Asquared,Chicago
Wonderful experience. Recommending to all. Food and presentation were outstanding and made it a very special evening. Price was a good value for quality of food.,5,OpenTable Diner,Chicago
"The restaurant is beautifully designed. There was hardly anyone there on a Monday for lunch. The menu was all over the place with Indian, Italian, Greek. The theme of the restaurant wasn't immediately apparent, so we had to ask, and the answered left us more confused. Wait staff was okay, but the host who greeted us was awkward and distracted. The food was tasty: a friend and I shared the kale salad, an octopus appetizer, and the lemon risotto.  I hope they get their act together, because the location has great potential.",3,Betsy1212,Chicago
We entertained clients at Travelle recently and had a wonderful experience. The food was incredibly thought out and the service was excellent. The flaming chicken wings are a must have - incredible layers of flavor and perfect seasoning.  It was a bit quite the night we were there but overall we would definitely go back.,5,ChicagoBizTraveler,Chicago
"Went to Travelle after reading the review in the Chicago Tribune. The server was very knowledgable and made great recomendations, and the gluten free choices were plentiful. We had the kale salad and it was big enough for our group of four to have a nice small salad. The hanger steak was flavorful, but nothing out of the ordinary and if you are seeking a steak, there are probably other places to dine. The suckling pig was very good and was a recomendation of the server. The lamb shank was also very good. All of the Mediteranean menu items looked delicious and I think that the best way to experience Travelle is to order several tasting items or half orders from the Mediteranean specials and share with a group.",4,bfun,Chicago
"My wife recommended the Travelle for my 63rd birthday celebration. I was bit underdressed (having not thoroughly read the article from the Tribune that she gave me). None the less I was treated as a king by the serving staff. The food was well presented, delicious and unique. Our server was well acquainted with the exceptional wine list. The view of the river and Wabash is romantic and very Chicago. We will return and have already recommended our find to others. For the younger people the bar scene was was great.",5,Albert,Chicago
"Wonderful buffet selection for early morning breakfast. Loved the smoked Salmon, chilled shrimp, fresh fruit.",4,wineANDdine,New York Area
"Everything about Travelle is pleasing. The doorman who intuit your need instructions. The gracious greeting up front. The exquisitely designed mid-century modern interior, including views of the meticulous glassed-in kitchen. The professional and friendly service. And the exquisite, fresh, freshly conceived, and expertly prepared food! It was so much better in all respects than I expected, an upmaket value, and a welcome addition to the Chicago dining scene. Travelle also offers a great place for an after-work or after-theater drink. I look forward to returning.",4,Chicagofeedback,Chicago
Very special setting to have lunch. A perfect escape from the urban bustle yet still seeing the setting from a unique vantage point. A wonderful place to go for a drink or afternoon tea. A true treasure and asset to our city.,4,KPICK,Chicago
"After reading the reviews when Travelle opened, in the Tribune and Chicago Magazine, I thought, why bother? Both reviews led one to believe that the food was pretty poor at best. Our experience couldn't be more contrary. I'm guessing there's one experience for food critics, and one for the rest of us. We are considering the Langham for our daughter's wedding and wanted to check out the food before we commit. From beginning to end, pretty stellar. The service is impeccable, in the old school British manner. And the food good too! We loved the plates shared; octopus and hamachi. The chickpea fries should be tried! Loved them!",3,Karenlee53,Chicago
"Food -- delicious! Kale salad exceptional. So were the steak and lamb shank, tiramisu and nutella baklava  On the whole good service but not the top notch level that the Langham prides itself on. Dinner arrived and my champaign glass was empty but no one came and asked if I needed another drink. Didn't wipe out the bread crumbs from the table. Needs focus on the finer details for such a beautiful hotel.  The manager was great, very attentive and charming. However, the maitre'd (a woman) not very attentive. For instance when we were leaving-- she gave us our coats hurriedly. But was more interested in talking with her friend/coworker. This is definitely not the Langham Hotel standard for sure!",4,Bdaygirl,Chicago
Dinner selection was unique but delicious. Pricing was more than fair for a city place,4,Fooddude2,San Francisco
We dined here for our anniversary. My husband really enjoyed the kitchen that was enclosed in glass so you could watch the chefs at work. The staff was great. Very attentive and knowledgable. The food was fantastic. If you are a seafood lover this is definitely a place you want to check out.,5,OpenTable Diner,Chicago
"Service in the bar (Kevin F) was phenomenal, as was Andrew in the dining room. The brussels sprouts were incredible, but the quality of the food overall was somewhat disappointing, and lacked flavor, and even the presentation lacked inventiveness for a high end restaurant.",3,CASmith,Chicago
How many hotels remember your favorite tea and have it waiting when you get to the table. Was meeting a business client here and that touch and respect made the whole meal amazing. Evelyn and the gentleman with her on greeting and our server were so professional and just plain excellent.  Try the Moroccan benedict - hard poached and just amazing health and perfect size breakfast. Some places are expensive for below average items and this place is not inexpensive but every dollar gets your the finest ingredients.,5,OpenTable Diner,Chicago
One of the best meals we've had. The leek flatbread was to die for and the steak tartare perfectly seasoned and super fresh.  The presentations were fabulous. The server was always there at just the right moment. A bit pricey but worth it. Beautiful dining room and bar,5,pammy,Chicago
My wife and I decided to celebrate Valentine's Day on Sunday. This turned out to be the best option for us.  The team was extremely attentive to us. I felt like they had come to our house for a private dinner.  Thanks for some wonderful food and ambience.,5,Deadphish,Chicago
Great Food.... especially the variety for us vegetarians.... Carlos was a Great server... ambiance is like from a 60's restaurant... but the bar area was good...,5,Krx007,Chicago
"Ambience - nice/quiet w/o being silent. Food - pleasantly and surprisingly spectacular. If the meal we had is consistent with their everyday quality it's on par with the Michelin-star Sixteen across the street. The filet was incredibly tender &amp; cooked perfectly - red in the middle and juices retained w/o leaking. The fish with lobster sauce also cooked perfectly &amp; the sauce complements the fish nicely w/o overpowering it. Though the staff was cordial &amp; accommodating there are certain things I would not expect of a 5-star hotel restaurant. Our table needed an additional wipe down as part of it was sticky &amp; when they squeezed the blood red orange on the fish, some of it splattered on my wife's white sweater. Otherwise, good experience.",3,DKluvsfood,Chicago
"Travelle gives the diner the sense of being whisked away to somewhere else. The restaurant shimmers on entry and the food does, too. The food was spectacular, with phenomenal flavors and beautiful preparation.",5,MLucas0122,Chicago
"Another downtown hotel restaurant, rather out of the way. Nowhere near Michigan. Only a few diners were present on this weekday night. In spite of this, service was unenthusiastic and slow, distributed among several waiters, none of which seemed to know or care about us. As one might expect in an underutilized hotel restaurant, selection was not fantastic. Two types of oysters (we had to ask waiter their types). Fancy dishes, not very well pulled off. Suckling pig -- a good try. Appetizer cerviche -- left it on the plate. Desserts unexciting. Wine (malbec) was fine, but a little puddle in the gigantic glass. All in all, good place if you are ""hard up"" to find a place to eat in downtown Chicago. Doubt it is every busy.",3,Professor,Chicago
The lobby of the Langham hotel is beautiful but somehow they stopped the beauty once you enter the dining room. There was a feel of an upscale corporate cafeteria. The food was delicious. The service not so good. We waited over 15 minutes for the waitress to take our drink order and the restaurant was less than half full. We ordered a flatbread which never came.,2,OpenTable Diner,Chicago
"Visually, it's a lovely place. It's elegant, quiet. Had a drink at the bar first and liked that very much. The restaurant itself is quiet and a bit low energy. The kale salad was great, but you need to like kale. Also, a special flatbread with pickled mustard seeds and several cheeses and leeks was absolutely outstanding. It should be a regular on the menu. Their chocolate dessert was o.k., but not terribly exciting.Our particular food server was so good, I mentioned it to the manager. Yes, I would go back, perhaps for lunch.",4,MSJSL,Chicago
The food and wine were fabulous. It was a night to celebrate with friends so we splurged! Great time,5,Barb,Chicago
"Finally!! a Mediterranean restaurant that is not afraid to venture out of the typical Mediterranean items. The meal was outstanding and service to match. Prices are very approachable, don't be afraid that it is in a hotel, not a typical hotel restaurant at all. Falafel was the best I have ever had. Piri-Piri Chicken was amazing, one of the best half chickens in the city. Lots of great options to choose from. They are also making some great pastas from scratch, Boar Ragout Pasta is a must order. New Favorite Restaurant.",5,InTheBiz,Chicago
"My wife and I spent the weekend and the Langham hotel and one of the reasons was to try Travelle. The food was above average, but we just could not get over the space. Immediately when you walk in you notice how noisy it is. I am all for a noisy restaurant, but Travelle is intendned to be a bit more intimate. Secondly the lighting was brutal. There is a beautiful wine cellar but it is lit up like a Christmas tree. all of the harsh lighting then lights up the dining room. Add in the glass enclosed kitchen and you dont even need to have lighting in the dining...but they went ahead and added more lights.  Please get a lighting consultant to review the space. the bar space is beautifully lit so I know you can make the dining beautiful.",3,dprr,San Francisco
Beautiful restaurant but the food is only fair at best. Skip the restaurant and just check out the bar.,2,SouthSubReviewer,Chicago
"The food was great! Based on all the reviews I've read in the past, that was not a surprise to me. We had an octopus appeitzer along with the 3-item ""sea-cruterie"" - both were spectacular. My girlfriend has the lamb (fall off the bone, delicious!) and I had the seabass - perfectly cooked with an amazing cauliflower and hazelnut base. What did surprise me was simply how good the service was. Our waiter (Carlos) was very very friendly and knowlegeable. He was a true professional and also just a very friendly, enjoyable person.",5,OysterLover,Chicago
"With the blonde wood tables and large lights over the tables the restaurant felt too bright, like a cafeteria. Food and service were very good. I had the suckling pig, which was quite tasty.",4,Steve,Washington DC
"A sleekly soft, understated, classic dining experience with some global culinary overtones; The Langham's fine dining room mandates a starting cocktail at the chic riverview bar. Try the Winter. Our dining room, with its international style, features a beautiful glass box display kitchen as a backdrop. Our server had great menu knowledge and all his recommendations proved true upon delivery. Signature apps drumsticks- a flaming homage to Greektown, the lamb shanks and piri-piri half chicken were super. A side of sprouts need a little work, however the pastry department has a beautiful hand so both our treats were just that. They are currently without an official sommelier, but our the educated servers recommended a fantastic wine for us.",5,HostessMostess,Chicago
"Have lived in Chicago for 7 years and didn't know about this place until restaurant week but so glad we decided to try it. One of our new all time favs now! Service, ambiance, food, drinks all impeccable!",5,JustynaC,Chicago
"The Langham is a beautiful hotel. My only complaint with Travelle was the service. It was average, at best. It took over 5 minutes to get a cup of coffee and the restaurant wasn't even full. The waiter never asked if I wanted a refill and our dirty dishes sat at the table until we paid our bill. I will try it again because of the atmosphere and the menu was very extensive.",3,VALK,Chicago
"I have stayed at the Langham several times now since it opened and absolutely love this hotel. It is definitely my new favorite in Chicago. We have even ordered room service which was very good. So, I had expected Travelle to be at the same service level as everywhere else in the hotel. The food is very good, just don't plan to dine here unless you can have a very leisurely paced meal. Service is often very slow. I booked for a lunch meeting and arrived after my team. Was told that it took 10 minutes for them to get water and a menu. Not what I typically expect from Langham and felt bad after I had talked the place up:-) Fortunately the food was very good. It will be a great place once the service kinks are worked out.",3,JeannieR,Chicago
Seemed like the staff made a big effort to make you feel very welcome. Food was very tasty and great gluten free options!,4,OpenTable Diner,Chicago
"Wonderful food, knowledgeable and attentive serving staff, but not overly so. The busier equally knowledgeable as the server. The server had extensive knowledge of the food AND the wine. Nice touch on having Chef Graham bring out the entrees'. Also note that the Sheree who met us was charming and attentive. Using my first name as a guest, but appropriately. Having our coats ready when we were leaving. The hotel itself was also stunning as we used the restrooms we got a look at the tea room, the bathrooms. Finally, as we left, we walked through the lounge which we will visit in the future. Great view of the Chicago River and nicely appointed.  Truly, one of the best restaurants this year I visited. Exceeded expectations.",5,Womanoverboard,Chicago
"I found the menu offerings uninspired and frankly average. For the price and location I had high expectations, I was met with food that I could have made myself and would have enjoyed more. The service was terribly slow, the waiter needed 20 minutes to process my credit card to complete the bill. This was after only seeing him to place the order, he didn't bring the food, didn't check in to ensure everything was good and didn't provide refills. Overall I was completely disappointed and will not be back.",2,OpenTable Diner,San Francisco
"Absolutly the best meal i've ever had. Was there on superbowl night, so it was pleasantly very quiet. Service, which we consider a veryimportant part of dining experience, was professional, very well trained, invisable except when needed and then attentive. A huge must to try. Ted Thompson.",5,OpenTable Diner,Chicago
Great service. Formal but friendly. Great food. Nice spacing between tables. Conversation friendly. Nice find for restaurant week.,4,atwoodfan,Chicago
"Decided to try this hotel spot for lunch during restaurant week - still trying to find that awe inspiring meal….. well, this was pretty great! tables were uncomfortably close together but enjoyed speaking a bit of french with our waiter before enjoying the amazing squash soup, risotto and choc dessert. the portions were just right not too big and not too little. would love to come back and try out the very cool looking bar at sunset or later.",4,36whitelands,Chicago
I tried the Langham's Restaurant Week menu and was very pleased. Each course was delicious and the service was great. I can't wait to go back.,4,Beverly,Chicago
"Tried out the restaurant for lunch during Restaurant week. The portions of the food were small, but not sure if they are always small or because it was restaurant week. The dessert was amazing. I had the chocolate, hazelnut, caramel torte - delicious! I would definitely go back for high tea or dessert and wine. The Langham hotel is beautiful. I used to live next door and I'm disappointed that I moved.",4,ChicagoRN,Chicago
The food here was excellent! Such amazing combinations. Chef Tim Graham is very creative and you will find Travelle worth a visit. A restaurant you can treat as an experience not just a meal.,5,OpenTable Diner,Philadelphia
"This place hasn't been open very long, and when we came in for a birthday lunch during restaurant week, it definitely felt young. The staff were friendly and helpful, but didn't seem very knowledgeable about the restaurant week menu- which is only 6 items long. The meal itself was tasty. I had the Char on the most amazing bed of spinach. It was so garlic-y and really grounded the lighter fish. The the mustard-seed salsa thing on the side brought the brightness. In short, it was a very balanced plate. The soup and dessert were also very well thought out and balanced. A few people said serving sizes were small, but I thought it was the perfect amount for lunch.",3,birfdaygirl,Chicago
The service is attentive and the food is excellent! It makes a great destination when you want to feel pampered and enjoy your food and company.,5,MPatM,Chicago
"I have been here 4 times and each time the service was excellent and try some of the unique benedicts for breakfast, the portion sizes are reasonable and the fresh carrot juice is really good, way better than the ginger apple cider.",5,OpenTable Diner,Chicago
"we asked to come in 45 minutes earlier of our reserved mealtime-and it was a yes! restaurant was busy. dishes were presented just right and simply beautiful! we enjoyed the chorizo bignets, beef benedict and the perfectly temped fish. dessert was skimpy but was wonderful! staff made us feel so welcome. casual ambience fit for foodies; nothing pretentious. we shall return- very soon!",5,lynne,Chicago
"Just amazing place at night, food was so good and service knew when to step in and when to leave us alone.",5,OpenTable Diner,Chicago
"Pico chicken was very good , the seachauterie plate, service was excellent",5,OpenTable Diner,Chicago
"I meet monthly with a group of women, all professionals that love great food. This was our first visit to Travelle. Beautiful dinning room, nice live music in the bar , yet on the 6 degree night was a bit cold.  Generous salads were nicely presented and the staff accommodated our request to share. One of the choice fish entries was not available, but our selection was good. Possibly a tad over cooked, but nice preparation with mustard grains and tangerine.  Wonderful selection of interesting wines by the glass, and after dinner teas and coffees.",4,Artling,Chicago
"The restaurant strives for excellence in every aspect. The food was very good, especially the "" Forest Mushrooms"" Tagliatelle dish. Vegetarian. The wine list is very nice. Love the decor, simple, elegant. The bar is fun. On Thursdays and Fridays there is a two person band ( one is singer) playing jazzy music. You cannot beat the view, of course, of the city at night !!",4,Grace,Chicago
"From the arrival at the ground floor of the IBM building to the walk through the stunning Langham Hotel, going to Travelle is also a feast for the senses.Travelle on the other side of the floor is casual and chic in the best Chicago tradition. The service was superb and you get to watch the chefs at work through a glass wall. the views are classic Chicago but Marina City can be a little grubby on a winter's day. Better is the view in the bar area of the Chicago river and the promenade. The lunch boxes are a great deal and I had one of the best risottos I've ever had. The waiter was good humored and made it very breezy and casual (while still professional). My new favorite lunch spot in the city.",5,RedRedWine,Chicago
Tasty brunch in a nice room with mimosas. Great way to start a Sunday.,4,AAaa,Chicago
"We had an enjoyable lunch at Travelle. We started at the bar, which was a GREAT experience. Great specialty cocktails, great view, and the bartenders were very friendly and accommodating. Lunch was just okay. Probably wouldn't go back for lunch since the weekend menu is limited to a small lunch selection. The waiter treated us to a birthday dessert...the espresso cheesecake was yummy!",3,Thought4Food,Chicago
"We very much enjoyed our dinner at Travelle on Saturday evening. The space is lovely, the food was very good but we were most impressed with the service. From the hostess to our waiter to the wait staff in the bar - impeccable! It truly made the evening special.",4,Mars,Chicago
"I loved every bite I had at Travelle, and the ambiance was quite lovely. I loved the coriander beet salad, the lamb shank, and the grapefruit dessert. Yum! The waitstaff was very attentive, but they tried to swipe my dessert wine glass 4 times before our waiter had a chance to fill it with wine! Overall, lovely experience!",4,OpenTable Diner,Chicago
"From ambiance to the service, from the delicious menu to the outstanding wine selection, Travelle exceeded our expectations. I travel extensively and enjoy fine dining all over the country as well as abroad…I would put Travelle up against any restaurant outside of the absolute top tier establishments in any city! Cant wait to go back!!!",5,Mark,Chicago
"As many other reviewers have previously stated, the food is the weak link at Travelle. It was bland, boring, disappointing, and served tepid; I expected more from Tim Graham's kitchen. That said, a fantastic place to ""Rent a Table"" for the evening and people-watch.",3,hamiltonwatch,Indiana
"I picked this restaurant for my birthday dinner after reading lots of great reviews, including the Chicago Magazine hot list that spoke of the amazing views. I was disappointed to find my amazing window seat view was of a street and parking deck - turns out the views are from the bar, not the restaurant. The food was really great, except a poor suggestion to try the char (that was really awful) but the restaurant completely made this up to us and all the other food brought to the table was wonderful. It was a good experience, but we would not send friends/family here for dinner. Drinks at the bar, though, would be a great spot here.",3,winnetkamom,Richmond
"Booked a reservation here  because it was close tot the theater we would be attending later in the evening.  we ordered several small plates and all of them were delicious.  Service, Food, Ambiance was all very good.  I'll go back.",4,Kevin,Chicago
"The menu is a departure from other restaurants. The food was delicious, great cocktail and wine list, and we could converse with our friends over dinner. The service was excellent. We look forward to returning to this fine new restaurant.",5,Madge,Chicago
"Confession: when we first sat down and looked at the menu we decided to leave. We didn't see enough that interested us. Then the server told us about the specials and we stayed. I'm glad we did because we had an excellent meal. The background is that we stayed at the hotel for two nights. We ate the standard hotel breakfast at Travelle that morning so we were dubious about dinner. We had an excellent and creative beef tartar, followed by a generous and reasonably priced tagliatelle with parmesan and half a white truffle shaved on top (the chef came out himself to do the honors). That was followed by a vegetarian eggplant special that was very unique and creative. All in all an excellent meal. Creative, great tastes and reasonably priced.",4,HadAGreatMeal,Chicago
"I loved my most recent meal at Travelle. The kitchen has rapidly improved since my first visit shortly after they opened. The menu is a little more focused, and everything we ordered was delicious. Next time I hope to dine at the chef's table for the ""la dolce vita"" menu. Chickpea panisse are a must-try snack, like the lovechild of French fries and polenta. Really enjoyed the arctic char and the grapefruit ""pithivier"" for dessert was a light and fun option. Lots of components, but it all worked well. They have an excellent wine list as well, very impressed by the geographic diversity. Most of all, though, the service is fantastic and they anticipate your every need, from purse hooks to pulling out chairs the instant you want to get up.",5,Amber,Chicago
Great place to relax and enjoy somew interesting entertainment. Good cocktail and wine service.,5,GKonie,Chicago
